episode:1, reward: -50, mean reward: -4.71, score: -47.06290235175012, epsilon: 0.9902088059587222, total steps: 519
episode:569, reward: -50, mean reward: -16.78, score: -50.33813501069473, epsilon: 0.9197640644604798, total steps: 4413
episode:570, reward: -50, mean reward: -5.33, score: -48.01134843077754, epsilon: 0.9196075210182093, total steps: 4422
episode:571, reward: -50, mean reward: -8.34, score: -50.044695471595915, epsilon: 0.9195031743766109, total steps: 4428
episode:572, reward: -50, mean reward: -4.62, score: -50.853472886123605, epsilon: 0.9193119047186818, total steps: 4439
episode:573, reward: -50, mean reward: -2.62, score: -49.73959599377532, epsilon: 0.9189816289512588, total steps: 4458
episode:574, reward: -50, mean reward: -16.74, score: -50.218447198963375, epsilon: 0.9189294916176575, total steps: 4461
episode:575, reward: -50, mean reward: -3.02, score: -45.29162482160785, epsilon: 0.9186688518680893, total steps: 4476
episode:576, reward: -50, mean reward: -2.06, score: -47.37741183386131, epsilon: 0.918269356087304, total steps: 4499
episode:577, reward: -50, mean reward: -10.01, score: -50.02916104398879, epsilon: 0.9181825334928975, total steps: 4504
episode:578, reward: -50, mean reward: -6.0, score: -48.020990648629365, epsilon: 0.9180436353996824, total steps: 4512
episode:579, reward: -50, mean reward: -6.27, score: -50.18662150778829, epsilon: 0.9179047595283842, total steps: 4520
episode:580, reward: -50, mean reward: -8.23, score: -49.40008131998735, epsilon: 0.9178006172059052, total steps: 4526
episode:581, reward: -50, mean reward: -12.22, score: -48.87190748184406, epsilon: 0.9177311959334167, total steps: 4530
episode:582, reward: -50, mean reward: -9.96, score: -49.77701663299743, epsilon: 0.9176444271523346, total steps: 4535
episode:583, reward: -50, mean reward: -6.05, score: -48.3674805819127, epsilon: 0.9175056151492467, total steps: 4543
episode:584, reward: -50, mean reward: -16.74, score: -50.22917821369684, epsilon: 0.9174535663738166, total steps: 4546
episode:585, reward: -50, mean reward: -8.06, score: -48.34796739373141, epsilon: 0.9173494781912676, total steps: 4552
episode:586, reward: -50, mean reward: -5.49, score: -49.43038929532286, epsilon: 0.9171933693354117, total steps: 4561
episode:587, reward: -50, mean reward: -16.73, score: -50.20053668509064, epsilon: 0.9171413392941685, total steps: 4564
episode:588, reward: -50, mean reward: -4.58, score: -50.32644439550057, epsilon: 0.9169505891828053, total steps: 4575
episode:589, reward: -50, mean reward: -12.34, score: -49.3707029912556, epsilon: 0.9168812359098386, total steps: 4579
episode:590, reward: -50, mean reward: -5.15, score: -46.39230357813861, epsilon: 0.9167252113300084, total steps: 4588
episode:591, reward: -50, mean reward: -9.98, score: -49.881848019046586, epsilon: 0.9166385431423569, total steps: 4593
episode:592, reward: -50, mean reward: -7.92, score: -47.49024562739397, epsilon: 0.9165345527567277, total steps: 4599
episode:593, reward: -50, mean reward: -7.87, score: -47.21023446068543, epsilon: 0.9164305748491962, total steps: 4605
episode:594, reward: -50, mean reward: -16.73, score: -50.200134181931446, epsilon: 0.9163785905742491, total steps: 4608
episode:595, reward: -50, mean reward: -16.76, score: -50.28700720288205, epsilon: 0.9163266094182649, total steps: 4611
episode:596, reward: -50, mean reward: -9.83, score: -49.14306083595169, epsilon: 0.9162399810888118, total steps: 4616
episode:597, reward: -50, mean reward: -10.21, score: -51.06614214825653, epsilon: 0.9161533614217584, total steps: 4621
episode:598, reward: -50, mean reward: -16.75, score: -50.26448079616715, epsilon: 0.9161013937791179, total steps: 4624
episode:599, reward: -50, mean reward: -10.02, score: -50.08251789744378, epsilon: 0.9160147879701026, total steps: 4629
episode:600, reward: -50, mean reward: -7.96, score: -47.76329966689312, epsilon: 0.9159108724306033, total steps: 4635
episode:601, reward: -50, mean reward: -7.96, score: -47.78800181673458, epsilon: 0.9158069693602205, total steps: 4641
episode:602, reward: -50, mean reward: -9.83, score: -49.152015000210795, epsilon: 0.915720392992175, total steps: 4646
episode:603, reward: -50, mean reward: -2.43, score: -48.579507593399285, epsilon: 0.9153741740833762, total steps: 4666
episode:604, reward: -50, mean reward: -10.04, score: -50.17822352850922, epsilon: 0.9152876409926946, total steps: 4671
episode:605, reward: -50, mean reward: -2.28, score: -47.89658335409999, epsilon: 0.914924296491164, total steps: 4692
episode:606, reward: -50, mean reward: -16.79, score: -50.37109987255944, epsilon: 0.9148724025902072, total steps: 4695
episode:607, reward: -50, mean reward: -5.41, score: -48.733510749251224, epsilon: 0.9147167395678333, total steps: 4704
episode:608, reward: -50, mean reward: -2.87, score: -45.84735825614856, epsilon: 0.9144400744799465, total steps: 4720
episode:609, reward: -50, mean reward: -10.02, score: -50.12498417493131, epsilon: 0.9143536347945549, total steps: 4725
episode:610, reward: -50, mean reward: -8.17, score: -49.00129090247469, epsilon: 0.9142499185814766, total steps: 4731
episode:611, reward: -50, mean reward: -5.92, score: -47.362481813373954, epsilon: 0.9141116496563126, total steps: 4739
episode:612, reward: -50, mean reward: -2.95, score: -47.264001095614184, epsilon: 0.9138351781662202, total steps: 4755
episode:613, reward: -50, mean reward: -4.4, score: -48.441865481200566, epsilon: 0.913645155330302, total steps: 4766
episode:614, reward: -50, mean reward: -8.23, score: -49.37406535983975, epsilon: 0.9135415241296588, total steps: 4772
episode:615, reward: -50, mean reward: -16.75, score: -50.25481145105313, epsilon: 0.9134897131925548, total steps: 4775
episode:616, reward: -50, mean reward: -16.75, score: -50.26427092937192, epsilon: 0.9134379053640136, total steps: 4778
episode:617, reward: -50, mean reward: -16.78, score: -50.33263217094745, epsilon: 0.913386100643849, total steps: 4781
episode:618, reward: -50, mean reward: -16.73, score: -50.19345701865248, epsilon: 0.9133342990318742, total steps: 4784
episode:619, reward: -50, mean reward: -3.11, score: -49.83041954596193, epsilon: 0.9130580762541854, total steps: 4800
episode:620, reward: -50, mean reward: -10.0, score: -49.97913847754036, epsilon: 0.9129717747617065, total steps: 4805
episode:621, reward: -50, mean reward: -3.83, score: -49.84664476536898, epsilon: 0.9127474312661868, total steps: 4818
episode:622, reward: -50, mean reward: -4.09, score: -49.13882584633644, epsilon: 0.9125403967278213, total steps: 4830
episode:623, reward: -50, mean reward: -5.37, score: -48.34515504193608, epsilon: 0.9123851534287263, total steps: 4839
episode:624, reward: -50, mean reward: -3.53, score: -45.826285818982285, epsilon: 0.9121609624349271, total steps: 4852
episode:625, reward: -50, mean reward: -4.79, score: -47.8609743274015, epsilon: 0.9119885474845097, total steps: 4862
episode:626, reward: -50, mean reward: -8.17, score: -49.04194486675625, epsilon: 0.9118851150648809, total steps: 4868
episode:627, reward: -50, mean reward: -2.39, score: -47.879234463944734, epsilon: 0.9115404299604716, total steps: 4888
episode:628, reward: -50, mean reward: -7.95, score: -47.71523465290869, epsilon: 0.9114370513117194, total steps: 4894
episode:629, reward: -50, mean reward: -10.02, score: -50.095907340477595, epsilon: 0.9113509119136298, total steps: 4899
episode:630, reward: -50, mean reward: -10.18, score: -50.88209460409115, epsilon: 0.9112647811290495, total steps: 4904
episode:631, reward: -50, mean reward: -16.75, score: -50.24267576445246, epsilon: 0.9112131067924274, total steps: 4907
episode:632, reward: -50, mean reward: -9.99, score: -49.93380895408721, epsilon: 0.9111269897876701, total steps: 4912
episode:633, reward: -50, mean reward: -7.88, score: -47.27851622487404, epsilon: 0.911023660748762, total steps: 4918
episode:634, reward: -50, mean reward: -16.76, score: -50.281434121168346, epsilon: 0.9109720008789286, total steps: 4921
episode:635, reward: -50, mean reward: -16.73, score: -50.20178388023008, epsilon: 0.9109203441085946, total steps: 4924
episode:636, reward: -50, mean reward: -16.71, score: -50.139501518097205, epsilon: 0.9108686904375737, total steps: 4927
episode:637, reward: -50, mean reward: -5.31, score: -47.830756198584155, epsilon: 0.9107137480185309, total steps: 4936
episode:638, reward: -50, mean reward: -12.75, score: -50.98017749939834, epsilon: 0.9106448936728999, total steps: 4940
episode:639, reward: -50, mean reward: -8.01, score: -48.07903316654094, epsilon: 0.9105416224820546, total steps: 4946
episode:640, reward: -50, mean reward: -9.71, score: -48.554520610156246, epsilon: 0.9104555726223711, total steps: 4951
episode:641, reward: -50, mean reward: -12.34, score: -49.36259153101746, epsilon: 0.9103867389299457, total steps: 4955
episode:642, reward: -50, mean reward: -5.38, score: -48.451871738124616, epsilon: 0.9102318832543672, total steps: 4964
episode:643, reward: -50, mean reward: -12.27, score: -49.08834131145366, epsilon: 0.9101630674563754, total steps: 4968
episode:644, reward: -50, mean reward: -6.15, score: -49.179065062772025, epsilon: 0.9100254523750826, total steps: 4976
episode:645, reward: -50, mean reward: -5.43, score: -48.858918983419684, epsilon: 0.9098706617252315, total steps: 4985
episode:646, reward: -50, mean reward: -8.1, score: -48.625489443828414, epsilon: 0.9097674834366455, total steps: 4991
episode:647, reward: -50, mean reward: -6.06, score: -48.46529049780985, epsilon: 0.9096299316437326, total steps: 4999
episode:648, reward: -50, mean reward: -5.53, score: -49.77416121744252, epsilon: 0.9094752121812061, total steps: 5008
episode:649, reward: -50, mean reward: -12.33, score: -49.33868643052277, epsilon: 0.909406456914479, total steps: 5012
episode:650, reward: -50, mean reward: -3.85, score: -46.25799449777905, epsilon: 0.9092002241137453, total steps: 5024
episode:651, reward: -50, mean reward: -3.05, score: -45.7357342324873, epsilon: 0.9089425027066553, total steps: 5039
episode:652, reward: -50, mean reward: -8.12, score: -48.74295722225749, epsilon: 0.9088394357904692, total steps: 5045
episode:653, reward: -50, mean reward: -16.81, score: -50.42737739699034, epsilon: 0.9087879069702017, total steps: 5048
episode:654, reward: -50, mean reward: -7.1, score: -49.69995244298437, epsilon: 0.9086676850789547, total steps: 5055
episode:655, reward: -50, mean reward: -5.45, score: -49.050250084232, epsilon: 0.9085131388052224, total steps: 5064
episode:656, reward: -50, mean reward: -3.61, score: -50.59004294481537, epsilon: 0.9082727887769312, total steps: 5078
episode:657, reward: -50, mean reward: -3.68, score: -47.891296433152725, epsilon: 0.9080496668589554, total steps: 5091
episode:658, reward: -50, mean reward: -3.14, score: -50.29341508569966, epsilon: 0.9077751348930178, total steps: 5107
episode:659, reward: -50, mean reward: -5.46, score: -49.12574060403666, epsilon: 0.9076207492638606, total steps: 5116
episode:660, reward: -50, mean reward: -12.27, score: -49.09140657000208, epsilon: 0.9075521423482327, total steps: 5120
episode:661, reward: -50, mean reward: -6.2, score: -49.616916629770685, epsilon: 0.907414944981539, total steps: 5128
episode:662, reward: -50, mean reward: -16.8, score: -50.4073179939095, epsilon: 0.907363501628156, total steps: 5131
episode:663, reward: -50, mean reward: -16.76, score: -50.268770782846545, epsilon: 0.9073120613612818, total steps: 5134
episode:664, reward: -50, mean reward: -3.6, score: -46.76154179514394, epsilon: 0.9070891891999644, total steps: 5147
episode:665, reward: -50, mean reward: -16.79, score: -50.365707119938534, epsilon: 0.9070377653913421, total steps: 5150
episode:666, reward: -50, mean reward: -16.77, score: -50.32136888010642, epsilon: 0.9069863446680557, total steps: 5153
episode:667, reward: -50, mean reward: -6.4, score: -51.202518420797716, epsilon: 0.906849237821749, total steps: 5161
episode:668, reward: -50, mean reward: -5.52, score: -49.63574579199659, epsilon: 0.9066950188390659, total steps: 5170
episode:669, reward: -50, mean reward: -16.75, score: -50.244294883010014, epsilon: 0.9066436186799558, total steps: 5173
episode:670, reward: -50, mean reward: -9.67, score: -48.33815084942816, epsilon: 0.9065579586011632, total steps: 5178
episode:671, reward: -50, mean reward: -16.77, score: -50.3155587271694, epsilon: 0.9065065666654206, total steps: 5181
episode:672, reward: -50, mean reward: -16.75, score: -50.26127482688068, epsilon: 0.9064551778131016, total steps: 5184
episode:673, reward: -50, mean reward: -5.3, score: -47.69791873078307, epsilon: 0.9063010297548367, total steps: 5193
episode:674, reward: -50, mean reward: -6.22, score: -49.75122386187948, epsilon: 0.9061640325501445, total steps: 5201
episode:675, reward: -50, mean reward: -1.95, score: -44.942210368998616, epsilon: 0.9057702876634385, total steps: 5224
episode:676, reward: -50, mean reward: -3.33, score: -49.92040555079381, epsilon: 0.9055135950829517, total steps: 5239
episode:677, reward: -50, mean reward: -9.94, score: -49.707658842472696, epsilon: 0.9054280480008687, total steps: 5244
episode:678, reward: -50, mean reward: -16.71, score: -50.12426237514681, epsilon: 0.9053767238577285, total steps: 5247
episode:679, reward: -50, mean reward: -16.75, score: -50.25807523546173, epsilon: 0.9053254027939444, total steps: 5250
episode:680, reward: -50, mean reward: -16.74, score: -50.21226602531861, epsilon: 0.9052740848093316, total steps: 5253
episode:681, reward: -50, mean reward: -12.32, score: -49.260800352646, epsilon: 0.9052056656193509, total steps: 5257
episode:682, reward: -50, mean reward: -5.33, score: -47.94514043470685, epsilon: 0.90505174245304, total steps: 5266
episode:683, reward: -50, mean reward: -7.01, score: -49.05038794697403, epsilon: 0.9049320435882127, total steps: 5273
episode:684, reward: -50, mean reward: -4.37, score: -52.4294801412986, epsilon: 0.9047268845178247, total steps: 5285
episode:685, reward: -50, mean reward: -8.29, score: -49.76695782378867, epsilon: 0.90462432344547, total steps: 5291
episode:686, reward: -50, mean reward: -16.77, score: -50.31564369159359, epsilon: 0.9045730475243562, total steps: 5294
episode:687, reward: -50, mean reward: -2.81, score: -47.72246413138945, epsilon: 0.9042825420769225, total steps: 5311
episode:688, reward: -50, mean reward: -6.07, score: -48.598173737835, epsilon: 0.9041458678044236, total steps: 5319
episode:689, reward: -50, mean reward: -16.79, score: -50.37636771752756, epsilon: 0.9040946205897872, total steps: 5322
episode:690, reward: -50, mean reward: -8.16, score: -48.988431737463, epsilon: 0.9039921353845517, total steps: 5328
episode:691, reward: -50, mean reward: -6.11, score: -48.91614770147959, epsilon: 0.9038555075734065, total steps: 5336
episode:692, reward: -50, mean reward: -3.48, score: -48.78274608861516, epsilon: 0.9036164614992981, total steps: 5350
episode:693, reward: -50, mean reward: -4.67, score: -51.343260057727704, epsilon: 0.9034286865337718, total steps: 5361
episode:694, reward: -50, mean reward: -10.0, score: -50.02460778984694, epsilon: 0.9033433479321196, total steps: 5366
episode:695, reward: -50, mean reward: -7.98, score: -47.86121865351181, epsilon: 0.9032409528741941, total steps: 5372
episode:696, reward: -50, mean reward: -5.49, score: -49.44463752942999, epsilon: 0.9030873833243509, total steps: 5381
episode:697, reward: -50, mean reward: -5.28, score: -47.50631730173921, epsilon: 0.902933841414539, total steps: 5390
episode:698, reward: -50, mean reward: -3.1, score: -46.51064637067896, epsilon: 0.9026779996402996, total steps: 5405
episode:699, reward: -50, mean reward: -5.55, score: -49.91259150620335, epsilon: 0.9025245314129192, total steps: 5414
episode:700, reward: -50, mean reward: -6.26, score: -50.09589427362182, epsilon: 0.9023881383996252, total steps: 5422
episode:701, reward: -50, mean reward: -2.34, score: -46.80016643365603, epsilon: 0.9020472513262251, total steps: 5442
episode:702, reward: -50, mean reward: -7.08, score: -49.53973783780185, epsilon: 0.9019279730607128, total steps: 5449
episode:703, reward: -50, mean reward: -8.16, score: -48.98712229365033, epsilon: 0.9018257478375816, total steps: 5455
episode:704, reward: -50, mean reward: -8.15, score: -48.87387305442522, epsilon: 0.9017235348807411, total steps: 5461
episode:705, reward: -50, mean reward: -2.91, score: -46.53762291092171, epsilon: 0.9014510269531731, total steps: 5477
episode:706, reward: -50, mean reward: -10.26, score: -51.291224756343084, epsilon: 0.9013658861075909, total steps: 5482
episode:707, reward: -50, mean reward: -9.96, score: -49.82068981073465, epsilon: 0.9012807537756679, total steps: 5487
episode:708, reward: -50, mean reward: -12.32, score: -49.289264195414546, epsilon: 0.9012126540393914, total steps: 5491
episode:709, reward: -50, mean reward: -7.98, score: -47.87070944308965, epsilon: 0.9011105146493927, total steps: 5497
episode:710, reward: -50, mean reward: -4.94, score: -49.411345256146, epsilon: 0.9009403095675385, total steps: 5507
episode:711, reward: -50, mean reward: -7.87, score: -47.2233388497644, epsilon: 0.9008382028569155, total steps: 5513
episode:712, reward: -50, mean reward: -5.31, score: -47.77821611931175, epsilon: 0.9006850657631531, total steps: 5522
episode:713, reward: -50, mean reward: -5.53, score: -49.795980145459474, epsilon: 0.900531956231587, total steps: 5531
episode:714, reward: -50, mean reward: -12.32, score: -49.29986165952826, epsilon: 0.9004639163967182, total steps: 5535
episode:715, reward: -50, mean reward: -10.21, score: -51.04058342869905, epsilon: 0.9003788742572564, total steps: 5540
episode:716, reward: -50, mean reward: -2.8, score: -50.31566457831522, epsilon: 0.9000727929604628, total steps: 5558
episode:717, reward: -50, mean reward: -1.83, score: -47.57851978196205, epsilon: 0.8996308700180464, total steps: 5584
episode:718, reward: -50, mean reward: -16.76, score: -50.273735082932575, epsilon: 0.8995798936951503, total steps: 5587
episode:719, reward: -50, mean reward: -16.75, score: -50.25108565573419, epsilon: 0.8995289204307418, total steps: 5590
episode:720, reward: -50, mean reward: -4.46, score: -49.07546596366328, epsilon: 0.8993420446253394, total steps: 5601
episode:721, reward: -50, mean reward: -4.2, score: -50.419602470381044, epsilon: 0.8991382269937234, total steps: 5613
episode:722, reward: -50, mean reward: -16.82, score: -50.47027550565305, epsilon: 0.899087280228522, total steps: 5616
episode:723, reward: -50, mean reward: -5.28, score: -47.49221111277574, epsilon: 0.8989344582724696, total steps: 5625
episode:724, reward: -50, mean reward: -5.42, score: -48.77244326599309, epsilon: 0.8987816638218936, total steps: 5634
episode:725, reward: -50, mean reward: -3.86, score: -50.217864300510634, epsilon: 0.898561009275634, total steps: 5647
episode:726, reward: -50, mean reward: -7.45, score: -52.135068425905416, epsilon: 0.8984422190498452, total steps: 5654
episode:727, reward: -50, mean reward: -2.86, score: -45.69077098612038, epsilon: 0.8981707609753576, total steps: 5670
episode:728, reward: -50, mean reward: -5.34, score: -48.072266891640275, epsilon: 0.898018103977924, total steps: 5679
episode:729, reward: -50, mean reward: -5.22, score: -46.99534608708112, epsilon: 0.897865474456277, total steps: 5688
episode:730, reward: -50, mean reward: -5.17, score: -46.55158767714074, epsilon: 0.8977128724054716, total steps: 5697
episode:731, reward: -50, mean reward: -16.73, score: -50.19449063426008, epsilon: 0.8976620111589798, total steps: 5700
episode:732, reward: -50, mean reward: -6.61, score: -52.91168995376859, epsilon: 0.8975263960866895, total steps: 5708
episode:733, reward: -50, mean reward: -4.79, score: -47.92145965281493, epsilon: 0.89735690775687, total steps: 5718
episode:734, reward: -50, mean reward: -8.39, score: -50.333477364441464, epsilon: 0.8972552310286649, total steps: 5724
episode:735, reward: -50, mean reward: -12.32, score: -49.26089799401859, epsilon: 0.8971874533213271, total steps: 5728
episode:736, reward: -50, mean reward: -16.82, score: -50.446831202345706, epsilon: 0.8971366235990347, total steps: 5731
episode:737, reward: -50, mean reward: -16.81, score: -50.42713563636282, epsilon: 0.8970857969264342, total steps: 5734
episode:738, reward: -50, mean reward: -5.35, score: -48.16605522473069, epsilon: 0.8969333352049541, total steps: 5743
episode:739, reward: -50, mean reward: -10.01, score: -50.05275335637843, epsilon: 0.8968486461059592, total steps: 5748
episode:740, reward: -50, mean reward: -9.91, score: -49.536949557456765, epsilon: 0.8967639654754506, total steps: 5753
episode:741, reward: -50, mean reward: -12.32, score: -49.26132363852467, epsilon: 0.896696227067785, total steps: 5757
episode:742, reward: -50, mean reward: -8.03, score: -48.19924739352176, epsilon: 0.8965946296165059, total steps: 5763
episode:743, reward: -50, mean reward: -16.76, score: -50.26593613546713, epsilon: 0.8965438354625687, total steps: 5766
episode:744, reward: -50, mean reward: -5.42, score: -48.79386552479173, epsilon: 0.8963914712853728, total steps: 5775
episode:745, reward: -50, mean reward: -3.88, score: -46.552428914053955, epsilon: 0.8961883617063886, total steps: 5787
episode:746, reward: -50, mean reward: -16.68, score: -50.033305093688355, epsilon: 0.896137591927795, total steps: 5790
episode:747, reward: -50, mean reward: -12.31, score: -49.25369569700196, epsilon: 0.8960699036280088, total steps: 5794
episode:748, reward: -50, mean reward: -8.36, score: -50.15519348601043, epsilon: 0.8959683813310331, total steps: 5800
episode:749, reward: -50, mean reward: -16.73, score: -50.1972730224785, epsilon: 0.8959176247508658, total steps: 5803
episode:750, reward: -50, mean reward: -4.34, score: -47.733791425458385, epsilon: 0.895731543343126, total steps: 5814
episode:751, reward: -50, mean reward: -8.53, score: -51.19917626660441, epsilon: 0.8956300616469484, total steps: 5820
episode:752, reward: -50, mean reward: -5.25, score: -47.27090603895459, epsilon: 0.895477861934237, total steps: 5829
episode:753, reward: -50, mean reward: -12.32, score: -49.26080060820583, epsilon: 0.8954102264107393, total steps: 5833
episode:754, reward: -50, mean reward: -4.88, score: -48.7932188003322, epsilon: 0.8952411612725345, total steps: 5843
episode:755, reward: -50, mean reward: -16.75, score: -50.24583010239826, epsilon: 0.8951904483242619, total steps: 5846
episode:756, reward: -50, mean reward: -16.73, score: -50.1855218567773, epsilon: 0.8951397384186748, total steps: 5849
episode:757, reward: -50, mean reward: -8.15, score: -48.88266404996874, epsilon: 0.8950383277348272, total steps: 5855
episode:758, reward: -50, mean reward: -7.11, score: -49.769924445897914, epsilon: 0.8949200306499334, total steps: 5862
episode:759, reward: -50, mean reward: -2.44, score: -46.29530992025453, epsilon: 0.8945990220337864, total steps: 5881
episode:760, reward: -50, mean reward: -6.1, score: -48.801666846115026, epsilon: 0.894463897000552, total steps: 5889
episode:761, reward: -50, mean reward: -8.15, score: -48.91253482222342, epsilon: 0.8943625674128087, total steps: 5895
episode:762, reward: -50, mean reward: -16.73, score: -50.1878079999623, epsilon: 0.8943119071785862, total steps: 5898
episode:763, reward: -50, mean reward: -6.14, score: -49.09782824838081, epsilon: 0.8941768280800537, total steps: 5906
episode:764, reward: -50, mean reward: -12.36, score: -49.43783827800597, epsilon: 0.8941092966351011, total steps: 5910
episode:765, reward: -50, mean reward: -3.86, score: -50.225361399354675, epsilon: 0.8938898567463976, total steps: 5923
episode:766, reward: -50, mean reward: -16.71, score: -50.12278428125684, epsilon: 0.8938392248739643, total steps: 5926
episode:767, reward: -50, mean reward: -5.42, score: -48.76797966093147, epsilon: 0.8936873474828622, total steps: 5935
episode:768, reward: -50, mean reward: -10.02, score: -50.07544210319756, epsilon: 0.8936029829664099, total steps: 5940
episode:769, reward: -50, mean reward: -16.73, score: -50.20254567241096, epsilon: 0.893552368305887, total steps: 5943
episode:770, reward: -50, mean reward: -3.61, score: -46.89285529659213, epsilon: 0.8933330731997267, total steps: 5956
episode:771, reward: -50, mean reward: -2.66, score: -47.88197971845848, epsilon: 0.8930295279348007, total steps: 5974
episode:772, reward: -50, mean reward: -5.09, score: -50.911787250255564, epsilon: 0.8928609388886803, total steps: 5984
episode:773, reward: -50, mean reward: -12.25, score: -48.98001933968165, epsilon: 0.8927935127106523, total steps: 5988
episode:774, reward: -50, mean reward: -3.11, score: -49.72578123754173, epsilon: 0.8925238619330104, total steps: 6004
episode:775, reward: -50, mean reward: -1.9, score: -45.601729792859395, epsilon: 0.8921195475225039, total steps: 6028
episode:776, reward: -50, mean reward: -9.96, score: -49.80599991041349, epsilon: 0.892035339778209, total steps: 6033
episode:777, reward: -50, mean reward: -16.75, score: -50.257859539656394, epsilon: 0.8919848191734556, total steps: 6036
episode:778, reward: -50, mean reward: -16.73, score: -50.180769698002265, epsilon: 0.8919343015998475, total steps: 6039
episode:779, reward: -50, mean reward: -2.65, score: -50.32106107621351, epsilon: 0.8916144273451971, total steps: 6058
episode:780, reward: -50, mean reward: -2.05, score: -47.205277154843216, epsilon: 0.8912273737377732, total steps: 6081
episode:781, reward: -50, mean reward: -2.27, score: -43.15639354937799, epsilon: 0.8909077680646766, total steps: 6100
episode:782, reward: -50, mean reward: -16.78, score: -50.34943388757844, epsilon: 0.8908573151121963, total steps: 6103
episode:783, reward: -50, mean reward: -16.75, score: -50.26229484529283, epsilon: 0.8908068651868025, total steps: 6106
episode:784, reward: -50, mean reward: -3.34, score: -46.819474028701876, epsilon: 0.8905714722211034, total steps: 6120
episode:785, reward: -50, mean reward: -4.88, score: -48.75092452278762, epsilon: 0.890403374736968, total steps: 6130
episode:786, reward: -50, mean reward: -16.76, score: -50.26559922986047, epsilon: 0.8903529520471796, total steps: 6133
episode:787, reward: -50, mean reward: -2.87, score: -45.89235605714567, epsilon: 0.8900840821240065, total steps: 6149
episode:788, reward: -50, mean reward: -6.14, score: -49.090464638123514, epsilon: 0.8899496794233693, total steps: 6157
episode:789, reward: -50, mean reward: -16.76, score: -50.27991605070899, epsilon: 0.8898992839544833, total steps: 6160
episode:790, reward: -50, mean reward: -3.96, score: -47.54437731863583, epsilon: 0.8896977323134985, total steps: 6172
episode:791, reward: -50, mean reward: -16.75, score: -50.253546681481694, epsilon: 0.8896473519609853, total steps: 6175
episode:792, reward: -50, mean reward: -16.73, score: -50.20227382037348, epsilon: 0.8895969746312027, total steps: 6178
episode:793, reward: -50, mean reward: -8.35, score: -50.08593898726774, epsilon: 0.8894962290391034, total steps: 6184
episode:794, reward: -50, mean reward: -16.74, score: -50.222604433121674, epsilon: 0.8894458607764241, total steps: 6187
episode:795, reward: -50, mean reward: -16.76, score: -50.26789443341613, epsilon: 0.8893954955357497, total steps: 6190
episode:796, reward: -50, mean reward: -16.75, score: -50.24946135951538, epsilon: 0.8893451333168994, total steps: 6193
episode:797, reward: -50, mean reward: -8.2, score: -49.21163494290168, epsilon: 0.8892444179439445, total steps: 6199
episode:798, reward: -50, mean reward: -9.69, score: -48.433278819551816, epsilon: 0.8891604976982324, total steps: 6204
episode:799, reward: -50, mean reward: -4.26, score: -46.89505668193773, epsilon: 0.8889759026949337, total steps: 6215
episode:800, reward: -50, mean reward: -9.98, score: -49.900520924868516, epsilon: 0.8888920092994038, total steps: 6220
episode:801, reward: -50, mean reward: -16.74, score: -50.22917821369684, epsilon: 0.8888416772888212, total steps: 6223
episode:802, reward: -50, mean reward: -10.14, score: -50.70784928741446, epsilon: 0.8887577973151609, total steps: 6228
episode:803, reward: -50, mean reward: -10.11, score: -50.53758069011975, epsilon: 0.8886739257290787, total steps: 6233
episode:804, reward: -50, mean reward: -6.16, score: -49.26916430249831, epsilon: 0.8885397486354157, total steps: 6241
episode:805, reward: -50, mean reward: -3.26, score: -48.90592407386002, epsilon: 0.8882882244413407, total steps: 6256
episode:806, reward: -50, mean reward: -6.05, score: -48.411624019615296, epsilon: 0.8881541090549471, total steps: 6264
episode:807, reward: -50, mean reward: -4.94, score: -49.430058831352326, epsilon: 0.8879864949951007, total steps: 6274
episode:808, reward: -50, mean reward: -8.13, score: -48.794639042313165, epsilon: 0.8878859426489628, total steps: 6280
episode:809, reward: -50, mean reward: -6.18, score: -49.42142595272445, epsilon: 0.887751891622507, total steps: 6288
episode:810, reward: -50, mean reward: -4.61, score: -50.708487867628136, epsilon: 0.8875676064784592, total steps: 6299
episode:811, reward: -50, mean reward: -16.83, score: -50.488498216021625, epsilon: 0.887517353929662, total steps: 6302
episode:812, reward: -50, mean reward: -12.38, score: -49.52837968833177, epsilon: 0.8874503552213318, total steps: 6306
episode:813, reward: -50, mean reward: -8.41, score: -50.4734705604116, epsilon: 0.8873498672081066, total steps: 6312
episode:814, reward: -50, mean reward: -9.69, score: -48.45062578397622, epsilon: 0.8872661364079956, total steps: 6317
episode:815, reward: -50, mean reward: -2.58, score: -48.93147780747853, epsilon: 0.8869480357191192, total steps: 6336
episode:816, reward: -50, mean reward: -16.75, score: -50.25108565573419, epsilon: 0.8868978203434524, total steps: 6339
episode:817, reward: -50, mean reward: -16.85, score: -50.54083531651315, epsilon: 0.8868476079806177, total steps: 6342
episode:818, reward: -50, mean reward: -2.52, score: -47.90711576829856, epsilon: 0.8865296663023299, total steps: 6361
episode:819, reward: -50, mean reward: -2.42, score: -46.008579729578926, epsilon: 0.8862118454189273, total steps: 6380
episode:820, reward: -50, mean reward: -3.4, score: -50.94428082215622, epsilon: 0.885961019491072, total steps: 6395
episode:821, reward: -50, mean reward: -2.2, score: -48.30866369120964, epsilon: 0.8855932775516555, total steps: 6417
episode:822, reward: -50, mean reward: -12.26, score: -49.02684191951741, epsilon: 0.8855264327632785, total steps: 6421
